"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000170006",391.127194519464,3.42914367638522,0.379565443425398,9.03439376735361,1.64913966755068e-19,1.33944859734959e-16,"TMEM154",201799
"ENSG00000169679",141.111832795661,3.87148908302116,0.42893228792472,9.02587469400445,1.78265474629937e-19,1.41076554076368e-16,"BUB1",699
"ENSG00000168081",81.5994888035239,5.85046710745764,0.651763889375367,8.97635969532551,2.79873320025417e-19,2.15950253731612e-16,"PNOC",5368
"ENSG00000159958",216.835528684397,7.7319199594888,0.863034464391131,8.95899327142591,3.27656134425893e-19,2.46653144705384e-16,"TNFRSF13C",100616259
"ENSG00000070190",406.180935165362,4.42481186131187,0.494874250790702,8.94128529468239,3.84669871929579e-19,2.82677403029393e-16,"DAPP1",27071
"ENSG00000260719",75.3934497144096,5.95492671334112,0.666478517187302,8.93491171849369,4.07503448576454e-19,2.92492707834039e-16,"AC009133.17",NA
"ENSG00000137265",1267.16687515097,5.28476833781363,0.592073988739113,8.92585798114207,4.42257638319325e-19,3.05994983250461e-16,"IRF4",3662
"ENSG00000263264",142.436360286859,5.11443115919158,0.573052589743031,8.9248897059954,4.46143540897834e-19,3.05994983250461e-16,"CTB-133G6.1",NA
"ENSG00000181847",600.101074735746,5.12479402598297,0.574994486386701,8.91277072618117,4.97728365274528e-19,3.29137285228177e-16,"TIGIT",201633
"ENSG00000245164",1081.28304206486,5.08367077902367,0.570430016580852,8.91199732001326,5.01213465711648e-19,3.29137285228177e-16,"LINC00861",100130231
"ENSG00000117322",1114.17594120137,7.86879855625169,0.884458489134435,8.89674151237148,5.75102342639108e-19,3.69790806316947e-16,"CR2",1380
"ENSG00000162892",350.918646988213,4.15561560796446,0.469102554835831,8.85865055546068,8.0988805727079e-19,4.90872129077828e-16,"IL24",11009
"ENSG00000211899",10346.35902093,6.08878277523442,0.68703690636374,8.86238092719115,7.83234475310389e-19,4.90872129077828e-16,"IGHM",NA
"ENSG00000196684",1261.93449764726,3.88486626080873,0.438547688222694,8.85848076534839,8.11122297270905e-19,4.90872129077828e-16,"HSH2D",84941
"ENSG00000122188",274.939527130764,4.7947965211906,0.542759367599624,8.83411103965979,1.00897390276798e-18,5.78666296757621e-16,"LAX1",54900
"ENSG00000101057",336.668687791652,5.10802991718727,0.578220932668699,8.8340453079273,1.0095672937701e-18,5.78666296757621e-16,"MYBL2",4605
"ENSG00000234883",230.02977178397,3.95205080616648,0.44738201397869,8.83372751403173,1.01244103242974e-18,5.78666296757621e-16,"MIR155HG",406947
"ENSG00000007312",1128.23780529728,4.71208480424017,0.536572622905776,8.78182114235005,1.60848729983181e-18,9.02624582218345e-16,"CD79B",974
"ENSG00000159618",342.088577945323,3.93372501292227,0.44915085970601,8.75813755649289,1.98502838068124e-18,1.09403421323832e-15,"ADGRG5",221188
"ENSG00000026751",884.988746826586,4.87579018284799,0.557338142138572,8.74835187869792,2.16491294667411e-18,1.1722433892307e-15,"SLAMF7",57823
"ENSG00000163599",481.534287399328,5.44901134202185,0.62341173884793,8.74062999213276,2.31814073945798e-18,1.23357061694192e-15,"CTLA4",1493
"ENSG00000211893",16252.9524154593,7.4106555145462,0.85113990417978,8.70674195646794,3.12733962508168e-18,1.63596966421222e-15,"IGHG2",NA
"ENSG00000233355",373.423344421768,5.86644798865813,0.675702825527843,8.68199416522404,3.88889378881913e-18,2.00044696496856e-15,"CHRM3-AS2",100506915
"ENSG00000104783",768.599146536933,4.44668945696238,0.512972288416025,8.66847889716038,4.37931322454969e-18,2.21578890758199e-15,"KCNN4",3783
"ENSG00000253701",68.7029122776561,8.37342195074671,0.968428505839192,8.6464017738622,5.31487483776592e-18,2.64577898375496e-15,"AL928768.3",NA
"ENSG00000271046",43.6286569925138,8.76357475715407,1.01489523210727,8.63495509675214,5.87501105732234e-18,2.87819589322535e-15,"RP11-138I18.2",NA
"ENSG00000188452",433.935479673815,3.48845184644006,0.404231299185363,8.62984101792774,6.14373096878791e-18,2.96281425969797e-15,"CERKL",375298
"ENSG00000162739",1027.14772488801,4.639018808051,0.537793482365946,8.62602273951387,6.35223957687345e-18,3.01623880462496e-15,"SLAMF6",114836
"ENSG00000247982",1992.38834178279,4.09419276650638,0.474790801015093,8.62315099145366,6.51364787400173e-18,3.02555767000386e-15,"LINC00926",283663
"ENSG00000161929",272.900833350284,3.73455505282047,0.433132445803031,8.62220110501438,6.56792262474918e-18,3.02555767000386e-15,"SCIMP",388325
"ENSG00000211895",84148.2281481022,6.46030660668308,0.753162549760958,8.57757280780022,9.68960467888067e-18,4.39794057072019e-15,"IGHA1",NA
"ENSG00000166501",1317.61738189375,4.07056537942964,0.476137996884933,8.54912946679482,1.24020341216248e-17,5.54748378449025e-15,"PRKCB",5579
"ENSG00000178199",459.356568274119,4.36094497422992,0.510569858857836,8.54132867142904,1.32687218187911e-17,5.85036900307385e-15,"ZC3H12D",340152
"ENSG00000245904",96.9368718453736,3.64163642104921,0.428347793279258,8.50158791100642,1.87014670176442e-17,8.12960673285312e-15,"RP11-796E2.4",NA
"ENSG00000230006",891.828447555407,5.00374995270676,0.591084049378438,8.46537807604268,2.55323084197172e-17,1.08514615694848e-14,"ANKRD36BP2",645784
"ENSG00000042980",1218.96187087876,3.92389987320233,0.463556627996404,8.46476921312139,2.56660411668089e-17,1.08514615694848e-14,"ADAM28",10863
"ENSG00000136541",144.494694344545,4.19377529499904,0.495646543884482,8.46122170474866,2.64590836351478e-17,1.10355832069622e-14,"ERMN",57471
"ENSG00000132185",345.205739653331,8.0427169325705,0.951719985617751,8.45071770490357,2.89517511773793e-17,1.19142246445151e-14,"FCRLA",84824
"ENSG00000167895",5251.82944177553,4.34241712209467,0.514289800702119,8.44352175790053,3.07917021086199e-17,1.25046722879006e-14,"TMC8",147138
"ENSG00000072858",394.345870848185,3.64631958488803,0.432210871757433,8.43643652474903,3.27159222629704e-17,1.31135613600561e-14,"SIDT1",54847
"ENSG00000147168",1773.60788783997,3.9058712049977,0.463953520103497,8.41866918937569,3.80784958031563e-17,1.50673678778028e-14,"IL2RG",3561
"ENSG00000227039",1182.80287932172,4.83575048731478,0.577090013819407,8.37954282956639,5.31336787870899e-17,2.07584539504398e-14,"ITGB2-AS1",100505746
"ENSG00000139193",773.698219224346,3.38933967429374,0.406390623756228,8.34010303428364,7.42258309104367e-17,2.86363255652465e-14,"CD27",939
"ENSG00000168421",662.757750290143,4.37458135615152,0.524914655029009,8.3338906891631,7.82281554396699e-17,2.98078245616046e-14,"RHOH",399
"ENSG00000137571",57.6509195082122,4.61856353743572,0.55449862287865,8.32926060926661,8.13488134401571e-17,3.06188997319147e-14,"SLCO5A1",81796
"ENSG00000124256",475.262645353267,4.66142591718732,0.560005472393685,8.32389350993758,8.51200837280349e-17,3.16523646286996e-14,"ZBP1",81030
"ENSG00000198286",1095.05053057605,4.12096141294743,0.495242403959472,8.32109968774941,8.71509106132874e-17,3.20217345853393e-14,"CARD11",84433
"ENSG00000211637",651.993268484378,7.6177486653132,0.916388600624695,8.31279291353061,9.347555938765e-17,3.39415254698874e-14,"IGLV4-69",NA
"ENSG00000100721",443.216474155192,9.07700375670524,1.09788060886871,8.26775123212935,1.3650936157759e-16,4.89909876247759e-14,"TCL1A",8115
"ENSG00000204165",55.4189425138104,4.52454274380272,0.547824182280643,8.25911467611128,1.4675688385979e-16,5.2063269694811e-14,"CXorf65",158830
"ENSG00000135426",434.498091016034,3.88822317781614,0.472091873466509,8.23615782509752,1.77829312656607e-16,6.16688079307136e-14,"TESPA1",9840
"ENSG00000225783",2635.2996297846,3.70897526163031,0.450316471476953,8.23637485314622,1.77507177831056e-16,6.16688079307136e-14,"MIAT",440823
"ENSG00000185155",25.7226737583447,5.34195456984955,0.650119759740628,8.21687772108445,2.08869845416009e-16,7.162843232133e-14,"MIXL1",83881
"ENSG00000226777",504.346928156471,7.44373088764363,0.906217805877066,8.21406381486772,2.13825853727538e-16,7.25222104334805e-14,"FAM30A",9834
"ENSG00000102096",2600.57197921862,3.66905677048595,0.446782200444929,8.21218205835441,2.17204605413155e-16,7.28674232768653e-14,"PIM2",11040
"ENSG00000159753",1597.82764608689,4.5610547058342,0.555560219032516,8.2098295550698,2.21502701560483e-16,7.35103159243305e-14,"CARMIL2",146206
"ENSG00000122224",604.987881171979,4.53180750229421,0.552119770845818,8.20801525609511,2.24874646698695e-16,7.38354371883886e-14,"LY9",4063
"ENSG00000211659",812.985083942153,6.48443707694819,0.7902540504755,8.20550944730555,2.29615133377776e-16,7.45983313323335e-14,"IGLV3-25",NA
"ENSG00000104894",3333.39092779163,4.32379444406,0.527076642002042,8.20335051774737,2.33778294935613e-16,7.51597218217996e-14,"CD37",951
"ENSG00000172578",1493.64547101336,4.09613082275913,0.499572635997745,8.19926979102517,2.41851592215221e-16,7.69536860013461e-14,"KLHL6",89857
"ENSG00000170486",88.3324298369321,6.01280318158258,0.735493723142829,8.17519306064142,2.95392500073212e-16,9.30305522679551e-14,"KRT72",140807
"ENSG00000220008",149.630297806288,4.69255312152091,0.574479655812894,8.16835387300339,3.12625762826821e-16,9.74634499382526e-14,"LINGO3",645191
"ENSG00000136490",2393.13775826188,3.79954325335698,0.465406024919044,8.16393224393238,3.24290851663192e-16,1.00089128457328e-13,"LIMD2",80774
"ENSG00000205784",50.3791198947294,4.61696227545697,0.566084118616143,8.1559650299741,3.46402675585561e-16,1.05855170091809e-13,"ARRDC5",645432
"ENSG00000211898",927.239856575095,6.22043610000709,0.763273041579864,8.14968662738526,3.64868536184053e-16,1.10404926478281e-13,"IGHD",NA
"ENSG00000082512",2592.27484149581,2.73451601851488,0.335595599598344,8.14824753896556,3.69235938060746e-16,1.10641728080649e-13,"TRAF5",7188
"ENSG00000164691",631.6570068748,3.65362831484029,0.448771314547874,8.14140341951498,3.90722147931676e-16,1.15954311286185e-13,"TAGAP",117289
"ENSG00000227507",966.623131135322,5.76423080701286,0.708956422966598,8.13058549197239,4.27221873481962e-16,1.25578818125212e-13,"LTB",4050
"ENSG00000239862",22.9786445320551,7.94005170026236,0.977791431954503,8.12039402348927,4.64672576292687e-16,1.35298626365071e-13,"IGKV1-37",NA
"ENSG00000088340",1482.90957364245,4.01625954724239,0.49467159943901,8.11904211156874,4.69877468886841e-16,1.35535497193677e-13,"FER1L4",NA
"ENSG00000223350",194.167597132962,9.42116490682971,1.16083982836546,8.11581811428316,4.82522942197038e-16,1.37894334147865e-13,"IGLV9-49",NA
"ENSG00000187862",108.432627674334,5.81137944862044,0.716160016097854,8.11463823446183,4.87234116650756e-16,1.3796324565421e-13,"TTC24",164118
"ENSG00000211668",2263.49665831195,7.06906842242832,0.87211294504807,8.10567996102692,5.24513440038932e-16,1.47168934666924e-13,"IGLV2-11",NA
"ENSG00000072818",3063.63107484882,3.61728907807985,0.446594745604803,8.09971257763259,5.50891855819347e-16,1.53177713855931e-13,"ACAP1",9744
"ENSG00000232613",17.66542901776,7.36206660927265,0.911092516117832,8.08048192585583,6.45113188576072e-16,1.77774762966177e-13,"AC007386.4",NA
"ENSG00000109684",114.275313497538,4.81031466818924,0.595913714257508,8.07216641117709,6.90616588819723e-16,1.88630003516212e-13,"CLNK",116449
"ENSG00000198821",828.446582872963,3.53881106343722,0.43878999116503,8.06493113947592,7.32771580342308e-16,1.9838826364636e-13,"CD247",919
"ENSG00000068831",4100.36843590427,3.4050741656012,0.422778709847602,8.05403414667833,8.0108854190484e-16,2.14998232672617e-13,"RASGRP2",10235
"ENSG00000116852",1410.683528168,3.32300523691331,0.412644787040752,8.0529436970329,8.08260913948361e-16,2.1505314524226e-13,"KIF21B",23046
"ENSG00000264198",1597.42949789686,4.45485697393351,0.554463763516624,8.03453222205015,9.39365914736986e-16,2.47799911046516e-13,NA,NA
"ENSG00000197057",213.340985677476,4.28579957820015,0.533531616718004,8.0328877313102,9.52047804376174e-16,2.49016978256494e-13,"DTHD1",401124
"ENSG00000082293",68.5303531823375,5.10406317750532,0.635551325981225,8.03092208111622,9.67427837748061e-16,2.49289161009137e-13,"COL19A1",1310
"ENSG00000100385",963.253469133785,3.66086546154398,0.455859267445061,8.03069219599704,9.69242461155277e-16,2.49289161009137e-13,"IL2RB",3560
"ENSG00000231486",306.797779687624,7.45459524045581,0.930245494441409,8.01357844246493,1.11418145925333e-15,2.841991451107e-13,NA,NA
"ENSG00000205744",1888.44170115946,3.00515063769086,0.375490582538969,8.00326500167013,1.21162796544559e-15,3.06522012504203e-13,"DENND1C",79958
"ENSG00000262488",37.2732964711804,6.3171168767654,0.791458174001768,7.98161808706178,1.44427313368756e-15,3.62406878033601e-13,"RP11-876N24.1",NA
"ENSG00000238121",255.721398685033,3.99644398505294,0.500962409038915,7.97753267100425,1.4928739625781e-15,3.7158114500815e-13,"LINC00426",100188949
"ENSG00000115232",837.088751464957,3.40598473302427,0.427098684566637,7.97470199768984,1.5274892939154e-15,3.7715543653924e-13,"ITGA4",3676
"ENSG00000005844",2950.12059198712,3.86067830181054,0.485268305521531,7.95576026268883,1.78034843643795e-15,4.36100588430325e-13,"ITGAL",3683
"ENSG00000235621",94.6858504282273,7.06619600095485,0.890453040958736,7.93550661958187,2.09637809721919e-15,5.09469398366718e-13,"LINC00494",284749
"ENSG00000143851",1098.86514232507,3.88242821169652,0.490401841284406,7.91683041305085,2.43641700269882e-15,5.87481049775752e-13,"PTPN7",5778
"ENSG00000172794",499.711691969345,3.62097992464821,0.458090330847682,7.90451070632225,2.68988060497946e-15,6.43569573582062e-13,"RAB37",326624
"ENSG00000153898",314.862900711936,3.9287416149034,0.497161356242971,7.90234712647971,2.73699916111331e-15,6.49805708527702e-13,"MCOLN2",255231
"ENSG00000074966",434.264845414002,3.3982305703828,0.430449548576703,7.89460828015543,2.91228461811456e-15,6.86143148499906e-13,"TXK",7294
"ENSG00000065357",3941.94280025872,2.69720485945143,0.34220033072147,7.88194696879703,3.22318825446717e-15,7.53640017317233e-13,"DGKA",1606
"ENSG00000134242",412.71302924747,3.23986600622137,0.411830592709224,7.86698721167834,3.63283762852225e-15,8.43036846366245e-13,"PTPN22",26191
"ENSG00000013725",1088.31664292744,4.10890577054446,0.5225194135531,7.86364231446281,3.7312199589937e-15,8.59405767271503e-13,"CD6",923
"ENSG00000167984",1362.04912410136,2.83362559526397,0.360671547953724,7.85652655814018,3.94932158399933e-15,9.02902676804114e-13,"NLRC3",197358
"ENSG00000174123",555.769573180397,6.36204111864099,0.81063469613745,7.84822207704055,4.2197651346652e-15,9.5763846409049e-13,"TLR10",81793
"ENSG00000185905",309.525149421939,4.34733479176048,0.554461321233016,7.84064573177592,4.48235388150267e-15,1.00980562188831e-12,"C16orf54",105369277
"ENSG00000214900",162.195069867247,3.38327376802886,0.431774854396538,7.83573599430063,4.66104312275832e-15,1.04245242710734e-12,"LINC01588",283551
"ENSG00000146285",394.538111324888,3.96226825076595,0.505754699620998,7.83436763659377,4.71208173988789e-15,1.04628554546691e-12,"SCML4",256380
"ENSG00000185811",1846.10437047809,3.6475256310349,0.467901476790766,7.79549929197163,6.41542974367851e-15,1.4143273114921e-12,"IKZF1",10320
"ENSG00000140968",1788.8395035783,3.82580689134289,0.49089307462815,7.79356460516566,6.51447488002285e-15,1.42597696948245e-12,"IRF8",3394
"ENSG00000224650",524.162789144595,6.21434148713541,0.798152157133672,7.78591078354331,6.92127791190937e-15,1.4938344158963e-12,"IGHV3-74",NA
"ENSG00000096996",301.596790589809,3.82231981789463,0.490894022769678,7.78644603641471,6.89203367132855e-15,1.4938344158963e-12,"IL12RB1",3594
"ENSG00000223511",51.958479414128,5.07997928310215,0.652846992363142,7.78127086825337,7.1799578475685e-15,1.53890429866218e-12,"RP13-297E16.4",NA
"ENSG00000257242",96.727230999136,3.75934063234281,0.483593575782039,7.77376048940151,7.6189737764327e-15,1.62173797679875e-12,"LINC01619",256021
"ENSG00000104921",429.465268046746,6.35739587526224,0.821142616964694,7.74213363661721,9.77621532959363e-15,2.0666651365245e-12,"FCER2",2208
"ENSG00000255760",90.1856510023126,7.57498930395081,0.979741276883969,7.73162209521556,1.0618476617412e-14,2.22944668244765e-12,"RP11-428G5.5",NA
"ENSG00000232810",84.2411520229887,4.99855991567653,0.647525796952855,7.71947610303542,1.16808816863301e-14,2.43593738085737e-12,"TNF",7124
"ENSG00000069493",1304.89920981668,2.85846381110795,0.370336502336985,7.71855810342701,1.17653026929654e-14,2.43707585446769e-12,"CLEC2D",29121
"ENSG00000213443",403.936447364391,2.87384357584857,0.372427559622212,7.7165169483262,1.19551686530499e-14,2.45989550205156e-12,"RP11-75L1.2",NA
"ENSG00000211953",2335.30365176494,7.10396897268378,0.920863995192994,7.71446056069869,1.21494996468679e-14,2.48332554371477e-12,NA,NA
"ENSG00000078589",239.400076377873,4.74286241318168,0.615006184745552,7.7118938489114,1.23964223689794e-14,2.51712618418539e-12,"P2RY10",27334
"ENSG00000211749",24.8440092357063,5.57551981544741,0.724441361196975,7.69630243948955,1.40060079007437e-14,2.80702225875685e-12,"TRBV23-1",NA
"ENSG00000265206",173.491795100032,4.47050376916995,0.580844405312758,7.69655991911084,1.39778270117869e-14,2.80702225875685e-12,"MIR142",406934
"ENSG00000163600",213.210351137462,4.11370071244986,0.534674693660711,7.69383844274533,1.42785327898481e-14,2.84317829694111e-12,"ICOS",29851
"ENSG00000211660",2799.06946146828,7.0698074955267,0.920354598822563,7.68161261384614,1.57098290695525e-14,3.10812925899146e-12,"IGLV2-23",NA
"ENSG00000111732",50.2667530320092,6.64846767705409,0.86792068478857,7.66022494172229,1.85607703218226e-14,3.64878735804289e-12,"AICDA",57379
"ENSG00000244620",10.5549539118112,7.19859776853936,0.939895279510596,7.65893597453503,1.87479827412414e-14,3.66226417294732e-12,"AL122127.25",NA
"ENSG00000132465",8737.15022130682,5.78280303798548,0.756289279436719,7.64628455700507,2.06869605801147e-14,4.01561227260792e-12,"JCHAIN",3512
"ENSG00000211671",2136.84293281578,6.84621920671069,0.896624180218843,7.63555049902815,2.24857548235993e-14,4.3375021054723e-12,NA,NA
"ENSG00000259772",189.50512463557,3.42351817764523,0.448765405715518,7.62874796952481,2.37044535909756e-14,4.54418792317931e-12,"RP11-16E12.2",NA
"ENSG00000117091",704.461068355489,3.96989782462689,0.520950133010979,7.62049488629888,2.52704977642305e-14,4.81449779626673e-12,"CD48",962
"ENSG00000255733",72.12588502321,5.85333058701961,0.76886787102667,7.61292129323034,2.67968985856543e-14,5.07398452728609e-12,"IFNG-AS1",100885789
"ENSG00000240382",694.148162068362,6.93438814808854,0.911589028536744,7.60692365859144,2.8069699836412e-14,5.28258058384768e-12,"IGKV1-17",NA
"ENSG00000198796",160.716288510579,6.90814110595997,0.909372093016876,7.59660556884032,3.03999314632307e-14,5.68644536170396e-12,"ALPK2",115701
"ENSG00000118513",107.600633059298,4.22754054028353,0.557177745612044,7.58741815080876,3.26342624691583e-14,6.06761371595242e-12,"MYB",4602
"ENSG00000244575",462.641033236062,6.55611263673597,0.864347246658985,7.58504485561528,3.32372059548252e-14,6.14271332089655e-12,"IGKV1-27",NA
"ENSG00000115085",2095.24547918849,3.68498325984738,0.486023162592819,7.58190873082851,3.40507791973967e-14,6.2556145782646e-12,"ZAP70",7535
"ENSG00000156886",48.990290413611,4.86482565449867,0.641975768243419,7.57789607512734,3.51203534884859e-14,6.41393248561319e-12,"ITGAD",3681
"ENSG00000211664",145.069478664287,7.26536010668304,0.958878779029424,7.57693283611618,3.53819827851365e-14,6.42370303929678e-12,"IGLV2-18",NA
"ENSG00000166707",167.08759095566,2.90780752873302,0.384047593785866,7.57147701426383,3.69004369449523e-14,6.66020518052052e-12,"ZCCHC18",644353
"ENSG00000242887",270.676446910078,6.65530071749134,0.879758597540156,7.56491693982855,3.88112519989248e-14,6.96436326566753e-12,"IGHJ3",NA
"ENSG00000162676",313.828975727995,2.9788198902717,0.393811646349345,7.56407261665701,3.90641474418413e-14,6.96922454708086e-12,"GFI1",2672
"ENSG00000156970",140.319891472211,3.08556490348249,0.40802510462945,7.56219376816203,3.96327379763679e-14,7.0300277293254e-12,"BUB1B",701
"ENSG00000023445",2209.75529710774,2.94263483777736,0.389194378375725,7.56083592486161,4.0048716487659e-14,7.06322048957203e-12,"BIRC3",330
"ENSG00000241666",34.8061947255743,4.15240105467093,0.549739875460866,7.55339250439097,4.24064532220779e-14,7.43654984230803e-12,"RP3-455J7.4",NA
"ENSG00000211672",30.0956297328767,8.77317246366706,1.16280997103079,7.54480326298715,4.52970785528583e-14,7.8985821042679e-12,"IGLV4-3",NA
"ENSG00000058335",38.9986971596504,3.21634207527712,0.426446008683023,7.54220231820207,4.62100077994883e-14,8.01250382428881e-12,"RASGRF1",5923
"ENSG00000118308",1221.53699135364,2.87680322047174,0.38167664711232,7.53727858970936,4.79880434480017e-14,8.27431828479958e-12,"LRMP",4033
"ENSG00000211939",412.483927551316,7.68564903414567,1.02071981388022,7.5296363699741,5.08818209273989e-14,8.72453622835132e-12,NA,NA
"ENSG00000110934",1000.53984194724,3.16514205190772,0.420539508756553,7.52638452749989,5.21645698676068e-14,8.8950678695791e-12,"BIN2",51411
"ENSG00000169442",1246.63477662231,4.12385972601993,0.548347219640976,7.5205263714476,5.45561474051594e-14,9.25176337094966e-12,"CD52",1043
"ENSG00000178562",445.370158827046,4.18658452857553,0.557427381914057,7.51054695985674,5.88808285949883e-14,9.93058958336459e-12,"CD28",940
"ENSG00000240954",9.43270737944249,6.64815001498119,0.885307038453024,7.50942862331479,5.93859869554619e-14,9.96135381192053e-12,"RPL4P1",NA
"ENSG00000188404",1259.95970491824,3.97027743373133,0.529042552165807,7.5046466819686,6.15945055008131e-14,1.02759611771735e-11,"SELL",6402
"ENSG00000153064",1608.62330159076,1.90501990063585,0.254105161656553,7.49697443458729,6.53077104210394e-14,1.08368665292202e-11,"BANK1",55024
"ENSG00000182866",1310.86692742877,3.76241292655279,0.50212845025203,7.49292919902139,6.73532381195963e-14,1.1116525889429e-11,"LCK",3932
"ENSG00000111913",1628.36028687038,2.9450307301849,0.393210906517174,7.48969746610087,6.90325506937555e-14,1.13330885351706e-11,"FAM65B",9750
"ENSG00000081237",4751.49718768609,3.32415921371938,0.444563013704285,7.47736341361621,7.58285112177138e-14,1.23829162445689e-11,"PTPRC",5788
